ID	PRICE	ORDI	ORGANIC	SPEC	CHOICE	MODE	EIS	EIOS	EIC	EIO	SEG2	SEG3	SEG4	SEG5	SEG1
126003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
126004	260	0	1	0	1	1	1	0	0	0	0	1	0	0	0
126004	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
126004	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
126005	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
126005	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
126005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
126006	200	0	1	0	0	1	1	0	0	0	0	1	0	0	0
126006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
126006	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
126007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
126007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
126007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
126008	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
126008	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
126008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
127001	260	0	0	1	0	1	1	0	0	0	1	0	0	0	0
127001	200	0	1	0	0	1	1	0	0	0	1	0	0	0	0
127001	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
127002	200	1	0	0	0	1	1	0	0	0	1	0	0	0	0
127002	170	1	0	0	1	1	1	0	0	0	1	0	0	0	0
127002	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127003	140	1	0	0	1	1	1	0	0	0	1	0	0	0	0
127003	230	0	1	0	0	1	1	0	0	0	1	0	0	0	0
127003	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127004	260	0	1	0	0	1	1	0	0	0	1	0	0	0	0
127004	200	1	0	0	1	1	1	0	0	0	1	0	0	0	0
127004	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127005	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
127005	260	0	1	0	0	1	1	0	0	0	1	0	0	0	0
127005	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127006	200	0	1	0	1	1	1	0	0	0	1	0	0	0	0
127006	260	0	0	1	0	1	1	0	0	0	1	0	0	0	0
127006	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127007	170	1	0	0	0	1	1	0	0	0	1	0	0	0	0
127007	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
127007	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
127008	230	0	1	0	0	1	1	0	0	0	1	0	0	0	0
127008	140	1	0	0	1	1	1	0	0	0	1	0	0	0	0
127008	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
128001	260	0	0	1	0	1	1	0	0	0	0	0	1	0	0
128001	200	0	1	0	1	1	1	0	0	0	0	0	1	0	0
128001	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128002	200	1	0	0	0	1	1	0	0	0	0	0	1	0	0
128002	170	1	0	0	1	1	1	0	0	0	0	0	1	0	0
128002	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128003	140	1	0	0	1	1	1	0	0	0	0	0	1	0	0
128003	230	0	1	0	0	1	1	0	0	0	0	0	1	0	0
128003	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128004	260	0	1	0	0	1	1	0	0	0	0	0	1	0	0
128004	200	1	0	0	1	1	1	0	0	0	0	0	1	0	0
128004	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128005	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
128005	260	0	1	0	0	1	1	0	0	0	0	0	1	0	0
128005	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128006	200	0	1	0	1	1	1	0	0	0	0	0	1	0	0
128006	260	0	0	1	0	1	1	0	0	0	0	0	1	0	0
128006	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128007	170	1	0	0	0	1	1	0	0	0	0	0	1	0	0
128007	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
128007	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
128008	230	0	1	0	1	1	1	0	0	0	0	0	1	0	0
128008	140	1	0	0	0	1	1	0	0	0	0	0	1	0	0
128008	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
129001	260	0	0	1	1	1	1	0	0	0	0	0	0	0	1
129001	200	0	1	0	0	1	1	0	0	0	0	0	0	0	1
129001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129002	200	1	0	0	0	1	1	0	0	0	0	0	0	0	1
129002	170	1	0	0	1	1	1	0	0	0	0	0	0	0	1
129002	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129003	140	1	0	0	1	1	1	0	0	0	0	0	0	0	1
129003	230	0	1	0	0	1	1	0	0	0	0	0	0	0	1
129003	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129004	260	0	1	0	1	1	1	0	0	0	0	0	0	0	1
129004	200	1	0	0	0	1	1	0	0	0	0	0	0	0	1
129004	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129005	170	0	0	1	1	1	1	0	0	0	0	0	0	0	1
129005	260	0	1	0	0	1	1	0	0	0	0	0	0	0	1
129005	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129006	200	0	1	0	0	1	1	0	0	0	0	0	0	0	1
129006	260	0	0	1	1	1	1	0	0	0	0	0	0	0	1
129006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129007	170	1	0	0	0	1	1	0	0	0	0	0	0	0	1
129007	170	0	0	1	1	1	1	0	0	0	0	0	0	0	1
129007	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
129008	230	0	1	0	0	1	1	0	0	0	0	0	0	0	1
129008	140	1	0	0	1	1	1	0	0	0	0	0	0	0	1
129008	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
130001	260	0	0	1	1	1	1	0	0	0	0	0	1	0	0
130001	200	0	1	0	0	1	1	0	0	0	0	0	1	0	0
130001	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130002	200	1	0	0	0	1	1	0	0	0	0	0	1	0	0
130002	170	1	0	0	1	1	1	0	0	0	0	0	1	0	0
130002	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130003	140	1	0	0	1	1	1	0	0	0	0	0	1	0	0
130003	230	0	1	0	0	1	1	0	0	0	0	0	1	0	0
130003	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130004	260	0	1	0	1	1	1	0	0	0	0	0	1	0	0
130004	200	1	0	0	0	1	1	0	0	0	0	0	1	0	0
130004	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130005	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
130005	260	0	1	0	0	1	1	0	0	0	0	0	1	0	0
130005	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130006	200	0	1	0	0	1	1	0	0	0	0	0	1	0	0
130006	260	0	0	1	1	1	1	0	0	0	0	0	1	0	0
130006	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130007	170	1	0	0	0	1	1	0	0	0	0	0	1	0	0
130007	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
130007	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
130008	230	0	1	0	0	1	1	0	0	0	0	0	1	0	0
130008	140	1	0	0	1	1	1	0	0	0	0	0	1	0	0
130008	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
131001	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
131001	200	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131001	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
131002	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
131002	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
131002	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
131003	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
131003	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
131004	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131004	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
131004	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
131005	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
131005	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
131006	200	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
131006	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
131007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
131007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
131007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
131008	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
131008	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
131008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
132001	260	0	0	1	0	1	1	0	0	0	1	0	0	0	0
132001	200	0	1	0	1	1	1	0	0	0	1	0	0	0	0
132001	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132002	200	1	0	0	0	1	1	0	0	0	1	0	0	0	0
132002	170	1	0	0	1	1	1	0	0	0	1	0	0	0	0
132002	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132003	140	1	0	0	0	1	1	0	0	0	1	0	0	0	0
132003	230	0	1	0	1	1	1	0	0	0	1	0	0	0	0
132003	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132004	260	0	1	0	1	1	1	0	0	0	1	0	0	0	0
132004	200	1	0	0	0	1	1	0	0	0	1	0	0	0	0
132004	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132005	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
132005	260	0	1	0	0	1	1	0	0	0	1	0	0	0	0
132005	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132006	200	0	1	0	0	1	1	0	0	0	1	0	0	0	0
132006	260	0	0	1	1	1	1	0	0	0	1	0	0	0	0
132006	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132007	170	1	0	0	0	1	1	0	0	0	1	0	0	0	0
132007	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
132007	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
132008	230	0	1	0	0	1	1	0	0	0	1	0	0	0	0
132008	140	1	0	0	1	1	1	0	0	0	1	0	0	0	0
132008	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
133001	260	0	0	1	0	1	1	0	0	0	0	0	0	0	1
133001	200	0	1	0	1	1	1	0	0	0	0	0	0	0	1
133001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133002	200	1	0	0	0	1	1	0	0	0	0	0	0	0	1
133002	170	1	0	0	1	1	1	0	0	0	0	0	0	0	1
133002	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133003	140	1	0	0	1	1	1	0	0	0	0	0	0	0	1
133003	230	0	1	0	0	1	1	0	0	0	0	0	0	0	1
133003	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133004	260	0	1	0	0	1	1	0	0	0	0	0	0	0	1
133004	200	1	0	0	1	1	1	0	0	0	0	0	0	0	1
133004	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133005	170	0	0	1	1	1	1	0	0	0	0	0	0	0	1
133005	260	0	1	0	0	1	1	0	0	0	0	0	0	0	1
133005	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133006	200	0	1	0	1	1	1	0	0	0	0	0	0	0	1
133006	260	0	0	1	0	1	1	0	0	0	0	0	0	0	1
133006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133007	170	1	0	0	1	1	1	0	0	0	0	0	0	0	1
133007	170	0	0	1	0	1	1	0	0	0	0	0	0	0	1
133007	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
133008	230	0	1	0	0	1	1	0	0	0	0	0	0	0	1
133008	140	1	0	0	1	1	1	0	0	0	0	0	0	0	1
133008	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
134001	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
134001	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
134001	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134002	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
134002	170	1	0	0	1	1	1	0	0	0	0	1	0	0	0
134002	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134003	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
134003	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
134003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134004	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
134004	200	1	0	0	1	1	1	0	0	0	0	1	0	0	0
134004	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134005	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
134005	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
134005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134006	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
134006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
134006	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
134007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
134007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
134008	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
134008	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
134008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135001	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
135001	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135001	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135002	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
135002	170	1	0	0	1	1	1	0	0	0	0	1	0	0	0
135002	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135003	140	1	0	0	0	1	1	0	0	0	0	1	0	0	0
135003	230	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135004	260	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135004	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
135004	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135005	170	0	0	1	0	1	1	0	0	0	0	1	0	0	0
135005	260	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135006	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
135006	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
135007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
135007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
135008	230	0	1	0	1	1	1	0	0	0	0	1	0	0	0
135008	140	1	0	0	0	1	1	0	0	0	0	1	0	0	0
135008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
136001	260	0	0	1	0	1	1	0	0	0	1	0	0	0	0
136001	200	0	1	0	1	1	1	0	0	0	1	0	0	0	0
136001	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136002	200	1	0	0	0	1	1	0	0	0	1	0	0	0	0
136002	170	1	0	0	1	1	1	0	0	0	1	0	0	0	0
136002	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136003	140	1	0	0	1	1	1	0	0	0	1	0	0	0	0
136003	230	0	1	0	0	1	1	0	0	0	1	0	0	0	0
136003	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136004	260	0	1	0	0	1	1	0	0	0	1	0	0	0	0
136004	200	1	0	0	1	1	1	0	0	0	1	0	0	0	0
136004	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136005	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
136005	260	0	1	0	0	1	1	0	0	0	1	0	0	0	0
136005	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136006	200	0	1	0	1	1	1	0	0	0	1	0	0	0	0
136006	260	0	0	1	0	1	1	0	0	0	1	0	0	0	0
136006	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136007	170	1	0	0	0	1	1	0	0	0	1	0	0	0	0
136007	170	0	0	1	1	1	1	0	0	0	1	0	0	0	0
136007	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
136008	230	0	1	0	1	1	1	0	0	0	1	0	0	0	0
136008	140	1	0	0	0	1	1	0	0	0	1	0	0	0	0
136008	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
137001	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
137001	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137001	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137002	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
137002	170	1	0	0	1	1	1	0	0	0	0	1	0	0	0
137002	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137003	140	1	0	0	0	1	1	0	0	0	0	1	0	0	0
137003	230	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137004	260	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137004	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
137004	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137005	170	0	0	1	0	1	1	0	0	0	0	1	0	0	0
137005	260	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137006	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
137006	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
137007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
137007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
137008	230	0	1	0	1	1	1	0	0	0	0	1	0	0	0
137008	140	1	0	0	0	1	1	0	0	0	0	1	0	0	0
137008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
138001	260	0	0	1	1	1	1	0	0	0	0	0	1	0	0
138001	200	0	1	0	0	1	1	0	0	0	0	0	1	0	0
138001	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138002	200	1	0	0	1	1	1	0	0	0	0	0	1	0	0
138002	170	1	0	0	0	1	1	0	0	0	0	0	1	0	0
138002	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138003	140	1	0	0	1	1	1	0	0	0	0	0	1	0	0
138003	230	0	1	0	0	1	1	0	0	0	0	0	1	0	0
138003	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138004	260	0	1	0	0	1	1	0	0	0	0	0	1	0	0
138004	200	1	0	0	1	1	1	0	0	0	0	0	1	0	0
138004	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138005	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
138005	260	0	1	0	0	1	1	0	0	0	0	0	1	0	0
138005	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138006	200	0	1	0	1	1	1	0	0	0	0	0	1	0	0
138006	260	0	0	1	0	1	1	0	0	0	0	0	1	0	0
138006	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138007	170	1	0	0	0	1	1	0	0	0	0	0	1	0	0
138007	170	0	0	1	1	1	1	0	0	0	0	0	1	0	0
138007	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
138008	230	0	1	0	0	1	1	0	0	0	0	0	1	0	0
138008	140	1	0	0	1	1	1	0	0	0	0	0	1	0	0
138008	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
139001	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
139001	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
139001	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139002	200	1	0	0	0	1	1	0	0	0	0	1	0	0	0
139002	170	1	0	0	1	1	1	0	0	0	0	1	0	0	0
139002	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139003	140	1	0	0	1	1	1	0	0	0	0	1	0	0	0
139003	230	0	1	0	0	1	1	0	0	0	0	1	0	0	0
139003	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139004	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
139004	200	1	0	0	1	1	1	0	0	0	0	1	0	0	0
139004	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139005	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
139005	260	0	1	0	0	1	1	0	0	0	0	1	0	0	0
139005	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139006	200	0	1	0	1	1	1	0	0	0	0	1	0	0	0
139006	260	0	0	1	0	1	1	0	0	0	0	1	0	0	0
139006	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
139007	170	1	0	0	0	1	1	0	0	0	0	1	0	0	0
139007	170	0	0	1	1	1	1	0	0	0	0	1	0	0	0
139007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
