ID	PRICE	ORDI	ORGANIC	SPEC	CHOICE	MODE	EIOS	EIC	EIS	EIO	SEG2	SEG3	SEG4	SEG5	SEG1				
7002	210	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
7002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7003	330	0	1	0	1	1	0	0	0	1	0	0	0	0	1				
7003	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
7003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7004	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
7004	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
7004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7005	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
7005	250	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
7005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7006	250	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
7006	330	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
7006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7007	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
7007	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
7007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
7008	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
7008	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1				
7008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
8001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
8001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
8001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
8002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
8002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
8003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
8003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
8004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
8004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8005	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
8005	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
8005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8006	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
8006	330	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
8006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8007	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
8007	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
8007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
8008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
8008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
8008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
9001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
9001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
9002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
9002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
9003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
9003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
9004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
9004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9005	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
9005	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
9005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9006	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
9006	330	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
9006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9007	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
9007	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
9007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
9008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
9008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
9008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
10001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
10001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
10001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
10002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
10002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10003	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
10003	330	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
10003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
10004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
10004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
10005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
10005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
10006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
10006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
10007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
10007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
10008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
10008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
10008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
11001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
11001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
11001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
11002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
11002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
11002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
11003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
11003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
11003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
11004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
11004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
11004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
